"category","annualSpent","ads","aur","upt","numberDept","age","income","prevCategory"
0,1765.65412825928,138.043031138164,51.3754122901974,2.18424215341602,8.05933902576837,48.6031001793615,5929.26995094599,0
0,1779.23545661538,141.101633178644,53.8554482624434,1.79261522004009,9.32711104434084,51.8774608540588,42232.9226135594,1
0,1791.25934032238,138.903619052308,52.8428520303231,2.41319383372429,13.6927492943126,40.6537851781459,7334.41515172307,0
0,1894.02587302468,143.090404720365,50.879810441534,3.71824267456052,5.71844387284628,44.8011994064831,1476.8812763308,0
0,1754.56305876064,136.757502937217,49.7150228906565,3.38400335510245,13.3617828691258,46.1355271542268,2100.22685148348,0
0,1818.56587818496,140.82862768734,50.0401619691769,2.40420709029473,4.98491044682382,45.8146429325095,18724.1756510384,1
0,1775.55306446926,138.314849049898,51.0979192794532,3.26013822792755,8.31322654360435,42.8909141706573,2892.57245889931,1
0,1744.78407958264,143.378833027063,56.5858130362306,1.84301194841747,15.9802754269951,42.1703677563094,23304.7027183222,2
0,1791.99830225241,136.860752164673,51.0006217407754,2.38481806308332,9.84185116360533,48.497411138413,1423.80471292647,1
0,1817.85652625709,133.350156103387,41.4312358289703,1.57988503849129,0.64429714063141,46.6826163830784,105103.659792655,1
0,1814.94555430277,128.847243174087,55.489392570674,3.86220532016026,4.68041728638436,52.7809485303434,2735.43428207839,1
0,1745.61259248554,137.446989878855,48.043757679117,3.09250158791738,13.1402094854073,50.2422611809261,871.008312779708,0
0,1754.34749883489,141.490029100724,50.7787348666272,1.82907356891454,9.7212342527057,44.4164257853234,933645.138201015,0
0,1904.89292820064,147.550189543905,56.8890412658349,3.05241704069496,6.90478549699329,48.6255829873877,2406.33321041813,0
0,1787.05282843538,140.776372231463,48.5340819362653,3.39406483838705,9.72314699013033,43.0235814841665,45139.5122005975,0
0,1776.41494817099,135.707363150416,48.6074616508182,2.55446965738188,15.0829931496302,42.5843294522802,1813.41471457061,0
0,1758.84185221534,142.242143768895,45.9312355755188,2.71479866974255,8.71962884424333,41.2927074341295,39681.0874185845,1
0,1817.37813892279,142.979216567917,45.8560242517266,4.05332896309992,22.894304286597,44.2032757776746,122547.796931889,1
0,1873.88229855355,141.562513384446,55.4872273027956,4.1471353071575,8.95938372306601,51.6224324951941,139935.849771462,1
0,1823.92198719163,136.916865655391,43.3195915634266,4.0608062324216,11.9029426923877,46.1782166153657,190170.282915084,4
0,1833.94375513442,137.073508233805,55.665442914245,4.3669283893712,13.2836968365028,45.8101991908939,111490.442900942,0
0,1871.04641104341,142.244371703985,46.6853721426164,4.68814483613435,12.2150619485411,42.4093905083282,59870.5957842253,0
0,1803.03867464023,140.197155785627,48.6144315765539,1.41674981669567,2.38807069895038,42.7230169820195,4250.78233824868,0
0,1810.6811404969,146.843624445674,48.3966623381467,4.27991954951336,7.50262772372941,49.2074365619662,2099.58376758799,0
0,1759.11043537732,143.246582511917,49.3213151542839,3.56390689079576,14.9958228463861,40.3942192589724,10034.6762586743,1
0,1813.07259728719,144.453987627139,47.197340967613,2.70195092216531,7.2479923208814,46.1485114202327,1001220.23795738,0
0,1823.0911913984,141.325351220266,49.4744021990361,4.17324117517178,10.1525618925609,42.397904080217,391655.576223693,0
0,1792.02249768001,141.384621277684,55.3138511175832,3.57598397557638,19.7086213253354,41.1444847928905,17050.9347767421,1
0,1763.37620329486,137.783054671329,53.9622540796784,3.26342729143474,8.86117899227484,52.5541776609221,8469.08649587458,1
0,1864.65552022225,140.110049968651,42.8756826386,1.86336217279634,10.3499839052465,40.7338802138705,5042.78250473912,1
0,1711.94356575163,135.36370691017,50.772370615529,3.51702662129643,10.9982979301596,45.9646709192277,4326.52753194887,0
0,1753.06033453127,140.388983723805,49.7681355272152,1.73166121968936,9.82530020844553,41.8701982942937,40793.0005844648,0
0,1861.98883979985,135.456196983229,54.7805804375167,3.18085937327948,9.256282066354,43.2911455340123,7426.36251140116,1
0,1780.42962398709,137.825226608874,52.6999438053723,3.80713122755957,8.03615715299821,47.0690111870268,4411.73425113111,1
0,1880.21913333447,139.528731581028,49.4243823052923,3.23040782740553,11.5296090876453,42.4750337150997,47311.9815183893,0
0,1733.89709614922,147.585844386945,49.5418537179359,4.14371898653253,19.9059931588975,37.764528131087,180161.179090378,1
0,1736.48044276167,143.947297653864,50.4019590118944,2.2423491503671,10.6927620840505,43.5601851108151,17397.8716341514,0
0,1766.81306681422,139.833001896679,49.5426334215909,2.08046753612714,6.38879663100917,41.0201285308327,339614.082077083,0
0,1769.27445939039,146.52302841339,54.775232781946,2.62716057769246,14.6185886201895,39.1599649271539,260.566236474214,0
0,1788.72155991076,138.784598871603,47.0803276549262,2.98731937578217,5.98720357671331,36.378839690853,114850.717744485,2
0,1790.08182493535,137.68243515405,56.5073157940994,3.00651859291603,14.5532106356686,46.7608018924832,234204.559806486,2
0,1707.69369506402,135.606414409778,49.8124771990925,2.32374476030475,11.7185806365519,40.6575090805841,191150.57816867,1
0,1820.53579502132,144.631547427429,49.6770519577762,1.01091945637602,5.60330607616712,37.8296812855071,28567.827695551,1
0,1826.21514396229,138.133120467434,45.7754590542908,3.29639468704437,15.3511278584997,35.6585313616276,6585.18049634741,1
0,1761.63353123922,144.111740373636,50.5597669783337,2.04341183095789,14.7078995727549,44.1559252830662,179813.718055335,2
0,1758.1519335214,140.682501468561,52.1496262914174,3.97065516562923,3.50231299653946,39.3727640250286,3767.34096602335,0
0,1760.33600230704,139.208765776859,42.7481049898509,2.54880481582509,10.3811860986003,42.8262413661135,18496.5542676052,0
0,1795.42835969432,142.662713226375,46.8049053468223,2.62772968430624,8.79020733986368,48.070283258927,1113.0575554897,1
0,1817.25778526094,127.683711877473,49.2242386475342,4.82104298401441,15.9342097432782,53.9995263047697,1066618.4022696,0
0,1859.17904670667,138.846491142282,50.3886961719033,2.7615115830495,9.16512382804611,52.0831506183517,16228.5890673122,1
1,554.643207503847,125.136578492959,45.7727342315291,3.52019108561314,0.59846202801824,36.6401905269895,41905.7665928737,0
1,576.682892936776,131.546645941028,50.998487521491,1.9108081633755,1.90543375660446,48.2967742088598,4080.36339702015,1
1,636.514835649964,124.12683328246,49.5067626164826,3.18743354883337,6.68371703083372,45.0371940193658,280270.59786006,0
1,650.337796756709,129.611268307067,56.0050856117472,4.41291585096107,3.5032042484392,33.7312053048059,814424.880698182,1
1,517.822238628571,127.343894342213,48.7402454844063,2.09393893561149,8.29529626183168,36.9754389998415,11355.3589240622,0
1,580.692480169725,125.276201484187,45.7613186682423,1.60876013455637,8.88239388290737,37.2742119859787,3012.99847297466,0
1,577.016714163097,129.832089151524,44.9385549944396,2.52701583283519,4.95857380397131,43.2787486195744,7978.94395106873,1
